genres,movie_id,original_title,plot,cast
"['Horror', 'Thriller']",9682,Pulse,"When their computer hacker friend accidentally channels a mysterious wireless signal, a group of co-eds rally to stop a terrifying evil from taking over the world.","['Kristen Bell', 'Ian Somerhalder', 'Christina Milian']"
"['Action', 'Comedy', 'Crime']",96,Beverly Hills Cop II,"Detroit cop, Axel Foley heads for the land of sunshine and palm trees to find out who shot police Captain Andrew Bogomil. Thanks to a couple of old friends, Axel's investigation uncovers a series of robberies masterminded by a heartless weapons kingpin – and the chase is on.","['Eddie Murphy', 'Judge Reinhold', 'John Ashton']"
['Comedy'],10678,Bringing Down the House,"Straight-laced lawyer, Peter Sanderson (Steve Martin) meets and falls in love with online chat friend ""Lawyer-Girl"", Charlene Morton (Queen Latifah), only to discover she's a convicted bank robber. Charlene escapes from jail and comes looking for Peter to help clear her name.","['Steve Martin', 'Queen Latifah', 'Eugene Levy']"
"['Crime', 'Drama', 'Thriller']",274,The Silence of the Lambs,"FBI trainee, Clarice Starling ventures into a maximum-security asylum to pick the diseased brain of Hannibal Lecter, a psychiatrist turned homicidal cannibal. Starling needs clues to help her capture a serial killer. but her Faustian relationship with Lecter soon leads to his escape, and now two deranged killers are on the loose.","['Jodie Foster', 'Anthony Hopkins', 'Scott Glenn']"
"['Music', 'Comedy']",8872,Wayne's World,"When a sleazy TV exec offers Wayne and Garth a fat contract to tape their late-night public access show at his network, they can't believe their good fortune. But they soon discover the road from basement to big-time is a gnarly one, fraught with danger, temptation and ragin' party opportunities.","['Mike Myers', 'Dana Carvey', 'Rob Lowe']"
"['Comedy', 'Documentary', 'Action']",16290,Jackass 3D,"Jackass 3D is a 3-D film and the third movie of the Jackass series. It follows the same premise as the first two movies, as well as the TV series. It is a compilation of various pranks, stunts and skits. Before the movie begins, a brief introduction is made by Beavis and Butt-head explaining the 3D technology behind the movie. The intro features the cast lining up and then being attacked by various objects in slow-motion. The movie marks the 10th anniversary of the franchise, started in 2000.","['Johnny Knoxville', 'Bam Margera', 'Ryan Dunn']"
"['Horror', 'Thriller']",579,Jaws 2,Police chief Brody must protect the citizens of Amity after a second monstrous shark begins terrorizing the waters.,"['Roy Scheider', 'Lorraine Gary', 'Murray Hamilton']"
"['Adventure', 'Comedy', 'Family']",14405,Beverly Hills Chihuahua,"A pampered Beverly Hills chihuahua named Chloe who, while on vacation in Mexico with her owner Viv's niece, Rachel, gets lost and must rely on her friends to help her get back home before she is caught by a dognapper who wants to ransom her.","['Drew Barrymore', 'Piper Perabo', 'Andy García']"
"['Horror', 'Thriller']",138843,The Conjuring,"Paranormal investigators Ed and Lorraine Warren work to help a family terrorized by a dark presence in their farmhouse. Forced to confront a powerful entity, the Warrens find themselves caught in the most terrifying case of their lives.","['Patrick Wilson', 'Vera Farmiga', 'Lili Taylor']"
"['Adventure', 'Comedy', 'Family']",11637,Are We There Yet?,"The fledgling romance between Nick, a playboy bachelor, and Suzanne, a divorced mother of two, is threatened by a particularly harrowing New Years Eve. When Suzanne's work keeps her in Vancouver for the holiday, Nick offers to bring her kids to the city from Portland, Oregon. The kids, who have never liked any of the men their mom dates, are determined to turn the trip into a nightmare for Nick.","['Ice Cube', 'Nia Long', 'Aleisha Allen']"
['Comedy'],226486,Tammy,"After losing her job and learning that her husband has been unfaithful, a woman hits the road with her profane, hard-drinking grandmother.","['Melissa McCarthy', 'Susan Sarandon', 'Kathy Bates']"
"['Comedy', 'Music']",1584,School of Rock,"Fired from his band and hard up for cash, guitarist and vocalist Dewey Finn finagles his way into a job as a fourth-grade substitute teacher at a private school, where he secretly begins teaching his students the finer points of rock 'n' roll. The school's hard-nosed principal is rightly suspicious of Finn's activities. But Finn's roommate remains in the dark about what he's doing.","['Jack Black', 'Joan Cusack', 'Mike White']"
"['Action', 'Fantasy']",9312,Mortal Kombat,"For nine generations an evil sorcerer has been victorious in hand-to-hand battle against his mortal enemies. If he wins a tenth Mortal Kombat tournament, desolation and evil will reign over the multiverse forever. To save Earth, three warriors must overcome seemingly insurmountable odds, their own inner demons, and superhuman foes in this action/adventure movie based on one of the most popular video games of all time.","['Christopher Lambert', 'Robin Shou', 'Linden Ashby']"
['Comedy'],12153,White Chicks,"Two FBI agent brothers, Marcus and Kevin Copeland, accidentally foil a drug bust. As punishment, they are forced to escort a pair of socialites to the Hamptons, where they're going to be used as bait for a kidnapper. But when the girls realize the FBI's plan, they refuse to go. Left without options, Marcus and Kevin decide to pose as the sisters, transforming themselves from African-American men into a pair of blonde, white women.","['Shawn Wayans', 'Marlon Wayans', 'Jaime King']"
"['Comedy', 'Drama']",65057,The Descendants,"With his wife Elizabeth on life support after a boating accident, Hawaiian land baron, Matt King takes his daughters on a trip from Oahu to Kauai to confront the young real estate broker, who was having an affair with Elizabeth before her misfortune.","['George Clooney', 'Shailene Woodley', 'Amara Miller']"
"['Adventure', 'Family', 'Drama']",8326,Holes,"Stanley's family is cursed with bad luck. Unfairly sentenced to months of detention at Camp Green Lake, he and his campmates are forced by the warden to dig holes in order to build character. What they don't know is that they are digging holes in order to search for a lost treasure hidden somewhere in the camp.","['Sigourney Weaver', 'Jon Voight', 'Tim Blake Nelson']"
"['Drama', 'Family', 'Romance']",35690,The Last Song,"A drama centered on a rebellious girl who is sent to a Southern beach town for the summer to stay with her father. Through their mutual love of music, the estranged duo learn to reconnect.","['Miley Cyrus', 'Greg Kinnear', 'Bobby Coleman']"
"['Drama', 'History']",76203,12 Years a Slave,"In the pre-Civil War United States, Solomon Northup, a free black man from upstate New York, is abducted and sold into slavery. Facing cruelty as well as unexpected kindnesses Solomon struggles not only to stay alive, but to retain his dignity. In the twelfth year of his unforgettable odyssey, Solomon’s chance meeting with a Canadian abolitionist will forever alter his life.","['Chiwetel Ejiofor', 'Michael Fassbender', ""Lupita Nyong'o""]"
"['Drama', 'Romance', 'Comedy']",13497,Drumline,"A fish-out-of-water comedy about a talented street drummer from Harlem who enrolls in a Southern university, expecting to lead its marching band's drumline to victory. He initially flounders in his new world, before realizing that it takes more than talent to reach the top.","['Nick Cannon', 'Zoe Saldana', 'Orlando Jones']"
"['Comedy', 'Romance']",35688,Why Did I Get Married Too?,Four couples reunite for their annual vacation in order to socialize and to spend time analyzing their marriages. Their intimate week in the Bahamas is disrupted by the arrival of an ex-husband determined to win back his recently remarried wife.,"['Tyler Perry', 'Janet Jackson', 'Jill Scott']"
"['Fantasy', 'Drama', 'Romance']",162,Edward Scissorhands,A small suburban town receives a visit from a castaway unfinished science experiment named Edward.,"['Johnny Depp', 'Winona Ryder', 'Dianne Wiest']"
"['Drama', 'Romance']",296096,Me Before You,"A small town girl is caught between dead-end jobs. A high-profile, successful man becomes wheelchair bound following an accident. The man decides his life is not worth living until the girl is hired for six months to be his new caretaker. Worlds apart and trapped together by circumstance, the two get off to a rocky start. But the girl becomes determined to prove to the man that life is worth living and as they embark on a series of adventures together, each finds their world changing in ways neither of them could begin to imagine.","['Emilia Clarke', 'Sam Claflin', 'Janet McTeer']"
"['Drama', 'Comedy', 'Crime']",103370,Madea's Witness Protection,A Wall Street investment banker who has been set up as the linchpin of his company's mob-backed Ponzi scheme is relocated with his family to Aunt Madea's southern home.,"['Tyler Perry', 'Eugene Levy', 'Denise Richards']"
"['Action', 'Crime', 'Thriller']",1051,The French Connection,Tough narcotics detective 'Popeye' Doyle is in hot pursuit of a suave French drug dealer who may be the key to a huge heroin-smuggling operation.,"['Gene Hackman', 'Fernando Rey', 'Roy Scheider']"
['Comedy'],376659,Bad Moms,"When three overworked and under-appreciated moms are pushed beyond their limits, they ditch their conventional responsibilities for a jolt of long overdue freedom, fun, and comedic self-indulgence.","['Mila Kunis', 'Kristen Bell', 'Kathryn Hahn']"
['Comedy'],10073,Date Movie,"Spoof of romantic comedies which focuses on a man (Campbell), his crush (Hannigan), his parents (Coolidge, Willard), and her father (Griffin).","['Alyson Hannigan', 'Adam Campbell', 'Sophie Monk']"
